City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,Rassvet,46.8333,40.75,40.5,95,100,7.74,RU,2021-04-04 21:09:18
273,Sault Sainte Marie,46.5168,-84.3333,60.8,27,90,10.36,CA,2021-04-04 21:07:56
274,Ponta Do Sol,32.6667,-17.1,57.0,61,81,1.99,PT,2021-04-04 21:09:18
275,Inuvik,68.3499,-133.7218,12.2,62,100,5.75,CA,2021-04-04 21:07:25
276,Panzhihua,26.5851,101.7128,60.01,53,100,2.33,CN,2021-04-04 21:09:18
277,Watertown,42.3709,-71.1828,60.01,20,1,14.97,US,2021-04-04 21:09:19
278,Dikson,73.5069,80.5464,8.04,89,100,7.18,RU,2021-04-04 21:07:21
279,Turukhansk,65.8167,87.9833,25.07,97,100,13.62,RU,2021-04-04 21:09:19
280,Tuy Hoa,13.0833,109.3,74.25,91,98,3.87,VN,2021-04-04 21:09:19
281,Coahuayana,18.7333,-103.6833,84.2,45,40,9.22,MX,2021-04-04 21:09:19
282,Narsaq,60.9167,-46.05,39.2,81,90,3.44,GL,2021-04-04 21:09:20
283,Ransang,8.9603,117.5828,77.04,81,85,3.85,PH,2021-04-04 21:09:20
284,Jacqueville,5.2052,-4.4146,84.2,84,20,10.36,CI,2021-04-04 21:09:20
285,Luderitz,-26.6481,15.1594,70.41,66,0,16.55,NA,2021-04-04 21:09:20
286,Marienburg,54.0359,19.0266,42.01,70,82,12.57,PL,2021-04-04 21:09:20
287,North Bend,43.4065,-124.2243,59.0,66,1,25.32,US,2021-04-04 21:09:21
288,Alofi,-19.0595,-169.9187,80.6,83,75,8.05,NU,2021-04-04 21:09:21
289,Nicoya,10.1483,-85.452,91.4,38,0,20.71,CR,2021-04-04 21:09:21
290,La Rioja,42.25,-2.5,50.0,50,0,10.36,ES,2021-04-04 21:09:21
291,Rocha,-34.4833,-54.3333,68.86,85,35,10.87,UY,2021-04-04 21:09:22
292,Smithers,54.7804,-127.1743,39.2,56,20,8.05,CA,2021-04-04 21:08:51
293,Djibo,14.1022,-1.6306,87.12,6,3,8.32,BF,2021-04-04 21:08:12
294,Ambulu,-8.345,113.6058,75.49,86,100,2.1,ID,2021-04-04 21:09:22
295,Pundaguitan,6.3711,126.1689,80.74,76,90,8.43,PH,2021-04-04 21:09:22
296,Cartagena Del Chaira,1.3349,-74.8429,79.29,80,92,3.33,CO,2021-04-04 21:09:22
297,Vostochnyy,55.8167,37.8667,37.4,60,0,11.18,RU,2021-04-04 21:09:22
298,Kerema,-7.9631,145.7785,78.24,80,58,4.16,PG,2021-04-04 21:09:23
299,Tautira,-17.7333,-149.15,84.2,70,40,1.14,PF,2021-04-04 21:09:23
300,San Quintin,30.4833,-115.95,67.32,61,14,17.65,MX,2021-04-04 21:09:23
301,Uniontown,39.9001,-79.7164,66.99,28,3,8.01,US,2021-04-04 21:09:23
302,Ahipara,-35.1667,173.1667,65.07,72,95,4.41,NZ,2021-04-04 21:09:24
303,San Felipe Del Progreso,19.7128,-99.9519,81.0,7,1,9.22,MX,2021-04-04 21:09:24
304,Rutana,-3.8667,30.1,57.15,93,99,2.3,BI,2021-04-04 21:09:24
305,Pangnirtung,66.1451,-65.7125,10.4,67,20,5.75,CA,2021-04-04 21:07:31
306,Puerto Cabello,10.4731,-68.0125,95.0,48,75,10.42,VE,2021-04-04 21:09:24
307,Stokmarknes,68.5646,14.9108,33.01,72,97,5.01,NO,2021-04-04 21:09:25
308,Salalah,17.0151,54.0924,80.6,83,0,3.44,OM,2021-04-04 21:09:25
309,Linjiang,41.8069,126.9078,32.65,51,0,1.72,CN,2021-04-04 21:09:25
310,Aklavik,68.2191,-135.0107,12.2,62,100,5.75,CA,2021-04-04 21:09:25
311,Ampanihy,-24.7,44.75,67.82,83,14,7.72,MG,2021-04-04 21:09:26
312,Christchurch,-43.5333,172.6333,77.0,33,73,8.05,NZ,2021-04-04 21:07:50
313,Fortuna,40.5982,-124.1573,54.0,81,90,8.05,US,2021-04-04 21:09:26
314,Sitka,57.0531,-135.33,39.2,93,90,14.97,US,2021-04-04 21:08:26
315,Lata,40.1629,-8.3327,59.0,82,0,3.44,PT,2021-04-04 21:09:26
316,Ca Mau,9.1769,105.15,80.11,80,70,9.15,VN,2021-04-04 21:09:26
317,Bandarbeyla,9.4942,50.8122,78.55,79,53,3.96,SO,2021-04-04 21:09:27
318,Bismarck,46.8083,-100.7837,75.2,15,1,17.27,US,2021-04-04 21:09:27
319,Aswan,24.0934,32.907,70.32,17,0,8.39,EG,2021-04-04 21:09:27
320,Bethanien,-26.502,17.1583,83.28,26,90,6.53,NA,2021-04-04 21:09:27
321,Constantine,36.365,6.6147,53.6,66,40,9.22,DZ,2021-04-04 21:09:27
322,Baghdad,33.3406,44.4009,59.0,44,0,1.14,IQ,2021-04-04 21:09:28
323,Los Llanos De Aridane,28.6585,-17.9182,66.2,59,90,1.97,ES,2021-04-04 21:09:28
324,Umea,63.8284,20.2597,35.01,93,0,5.75,SE,2021-04-04 21:09:28
325,Nicolas Bravo,18.45,-88.9167,82.4,54,75,6.91,MX,2021-04-04 21:09:28
326,Gornopravdinsk,60.05,69.9,31.82,95,100,7.58,RU,2021-04-04 21:09:28
327,Castlegar,49.2998,-117.6689,46.4,71,100,5.75,CA,2021-04-04 21:09:29
328,Naruto,34.1833,134.6167,52.0,93,75,11.5,JP,2021-04-04 21:09:29
329,San Cristobal,7.7669,-72.225,82.4,69,40,10.36,VE,2021-04-04 21:09:29
330,Lahuachaca,-17.3667,-67.6667,51.55,57,100,8.59,BO,2021-04-04 21:09:29
331,Luocheng,29.3848,104.0286,55.36,86,100,6.13,CN,2021-04-04 21:09:30
332,Muros,42.7762,-9.0603,59.0,72,4,7.29,ES,2021-04-04 21:09:30
333,Zavyalovo,54.5053,82.4484,28.0,86,38,2.59,RU,2021-04-04 21:09:30
334,Rio Claro,-22.4114,-47.5614,86.0,45,0,8.05,BR,2021-04-04 21:09:30
335,Tabou,4.423,-7.3528,79.7,86,56,5.68,CI,2021-04-04 21:09:30
336,Manali,13.1667,80.2667,82.4,83,40,6.91,IN,2021-04-04 21:09:31
337,Ixtapa,20.7,-105.2,80.6,78,1,13.8,MX,2021-04-04 21:08:51
338,Hirara,24.8,125.2833,66.22,69,65,25.86,JP,2021-04-04 21:09:31
339,Lorengau,-2.0226,147.2712,80.31,80,100,1.54,PG,2021-04-04 21:09:31
340,Farrukhnagar,17.0778,78.2011,80.01,89,40,4.61,IN,2021-04-04 21:09:31
341,Scottsboro,34.6723,-86.0341,71.6,24,1,6.91,US,2021-04-04 21:08:44
342,Guamuchil,25.4667,-108.1,97.21,7,5,11.1,MX,2021-04-04 21:09:32
343,Katastarion,37.8333,20.7667,60.8,94,75,9.22,GR,2021-04-04 21:09:32
344,Manavalakurichi,8.1333,77.3,82.4,74,20,9.22,IN,2021-04-04 21:09:32
345,Mehamn,71.0357,27.8492,33.04,97,100,5.84,NO,2021-04-04 21:09:32
346,Weiser,44.251,-116.9693,73.4,16,1,6.91,US,2021-04-04 21:09:32
347,Chernyakhiv,50.4565,28.6702,34.03,81,15,5.17,UA,2021-04-04 21:09:33
348,Hamilton,39.1834,-84.5333,73.99,28,1,5.75,US,2021-04-04 21:05:37
349,Banjar,-8.19,114.9675,78.8,89,40,3.44,ID,2021-04-04 21:09:33
350,Kyren,51.6828,102.1408,32.9,93,100,1.74,RU,2021-04-04 21:09:33
351,Houma,29.5958,-90.7195,73.99,43,1,6.91,US,2021-04-04 21:09:33
352,Kaduy,59.2,37.15,35.6,64,40,4.47,RU,2021-04-04 21:09:34
353,Ayan,56.45,138.1667,6.78,81,24,9.89,RU,2021-04-04 21:09:34
354,Hami,42.8,93.45,49.8,25,26,6.93,CN,2021-04-04 21:08:41
355,Spornoye,50.8448,37.2913,35.6,93,0,8.95,RU,2021-04-04 21:09:34
356,Patrasaer,23.2167,87.5167,73.49,67,0,6.85,IN,2021-04-04 21:09:34
357,Dwarka,22.2394,68.9678,79.61,76,0,11.59,IN,2021-04-04 21:09:35
358,Sardarshahr,28.4333,74.4833,80.51,9,11,8.95,IN,2021-04-04 21:09:35
359,Carndonagh,55.25,-7.2667,41.61,70,100,23.53,IE,2021-04-04 21:09:35
360,Hay River,60.8156,-115.7999,17.6,62,100,10.36,CA,2021-04-04 21:09:35
361,Biak,-0.9131,122.8766,77.22,82,100,4.36,ID,2021-04-04 21:09:35
362,Iraan,30.914,-101.8979,62.6,72,90,14.97,US,2021-04-04 21:08:10
363,Hovd,48.0056,91.6419,30.78,24,11,1.77,MN,2021-04-04 21:09:36
364,Beaverlodge,55.2166,-119.4361,42.8,56,40,16.11,CA,2021-04-04 21:09:36
365,Nouadhibou,20.931,-17.0347,66.2,77,100,18.41,MR,2021-04-04 21:07:32
366,Souillac,-20.5167,57.5167,81.0,77,32,7.0,MU,2021-04-04 21:09:36
367,Kodinsk,58.6881,99.1844,23.05,99,98,2.17,RU,2021-04-04 21:09:36
368,Clyde River,70.4692,-68.5914,-9.4,77,1,6.91,CA,2021-04-04 21:09:37
369,Tadine,-21.55,167.8833,75.67,66,11,17.09,NC,2021-04-04 21:09:37
370,Alta Floresta,-9.8756,-56.0861,89.6,58,20,2.3,BR,2021-04-04 21:09:37
371,Drabiv,49.963,32.1529,39.09,79,11,4.59,UA,2021-04-04 21:09:37
372,Karratha,-20.7377,116.8463,81.25,46,6,6.89,AU,2021-04-04 21:09:38
373,Octeville,49.6261,-1.6435,48.0,93,0,5.75,FR,2021-04-04 21:09:38
374,Iqaluit,63.7506,-68.5145,10.4,79,20,3.44,CA,2021-04-04 21:07:20
375,Kahului,20.8947,-156.47,75.2,88,40,19.57,US,2021-04-04 21:07:24
376,Buraydah,26.326,43.975,66.2,27,0,8.05,SA,2021-04-04 21:09:38
377,Santiago,-33.4569,-70.6483,72.0,55,82,4.61,CL,2021-04-04 21:07:19
378,Mossendjo,-2.9506,12.7261,70.79,98,100,1.01,CG,2021-04-04 21:09:38
379,Sikandra Rao,27.7,78.4,78.3,8,58,6.26,IN,2021-04-04 21:09:38
380,Liure,13.5358,-87.0919,95.0,43,40,20.71,HN,2021-04-04 21:09:39
381,Buala,-8.145,159.5921,81.75,82,78,3.85,SB,2021-04-04 21:09:39
382,Takestan,36.0696,49.6959,42.8,61,0,2.3,IR,2021-04-04 21:09:39
383,Tshikapa,-6.4167,20.8,69.46,97,100,2.3,CD,2021-04-04 21:09:39
384,Brainerd,46.358,-94.2008,77.0,9,1,10.36,US,2021-04-04 21:09:40
385,Hambantota,6.1241,81.1185,77.13,79,100,6.04,LK,2021-04-04 21:09:40
386,Boca Do Acre,-8.7522,-67.3978,82.17,88,50,1.79,BR,2021-04-04 21:09:40
387,Flinders,-34.5833,150.8552,69.01,91,26,1.01,AU,2021-04-04 21:09:40
388,Kaduqli,11.0167,29.7167,83.3,14,7,6.67,SD,2021-04-04 21:09:41
389,Mazamari,-11.3258,-74.5308,81.32,66,75,1.21,PE,2021-04-04 21:09:41
390,Inverness,57.4791,-4.224,35.6,87,75,16.11,GB,2021-04-04 21:08:27
391,Longyearbyen,78.2186,15.6401,24.8,63,75,26.46,SJ,2021-04-04 21:09:41
392,Rafraf,37.1904,10.1837,55.4,88,20,9.04,TN,2021-04-04 21:09:41
393,Tyazhinskiy,56.116,88.524,26.64,97,100,3.78,RU,2021-04-04 21:09:41
394,Shingu,33.7333,135.9833,56.5,90,100,8.46,JP,2021-04-04 21:09:42
395,Kuytun,54.3419,101.5036,25.86,98,99,2.01,RU,2021-04-04 21:09:42
396,Barentu,15.1139,37.5928,75.96,34,1,4.05,ER,2021-04-04 21:09:42
397,Tabas,33.5959,56.9244,60.49,22,0,4.03,IR,2021-04-04 21:09:42
398,Antofagasta,-23.65,-70.4,69.8,60,0,13.8,CL,2021-04-04 21:09:15
399,Vestmanna,62.1564,-7.1664,24.8,50,75,37.98,FO,2021-04-04 21:09:43
400,Kimbe,-5.5502,150.1429,77.18,91,98,3.11,PG,2021-04-04 21:09:43
401,Mundo Nuevo,18.7,-95.5,75.92,59,8,12.17,MX,2021-04-04 21:09:43
402,Kirakira,-10.4544,161.9205,82.47,79,74,2.57,SB,2021-04-04 21:09:43
403,Kushmurun,52.4503,64.6311,33.67,99,100,5.61,KZ,2021-04-04 21:09:43
404,Vila Velha,-20.3297,-40.2925,78.8,73,40,12.66,BR,2021-04-04 21:09:44
405,Sao Filipe,14.8961,-24.4956,74.37,71,11,8.37,CV,2021-04-04 21:09:44
406,Tazovskiy,67.4667,78.7,30.22,98,100,8.52,RU,2021-04-04 21:09:44
407,Shuangyang,43.5242,125.6736,42.01,32,0,8.95,CN,2021-04-04 21:09:44
408,Meybod,32.2501,54.0166,55.4,15,0,4.61,IR,2021-04-04 21:09:45
409,Ivanteyevka,55.9711,37.9208,37.4,60,0,11.18,RU,2021-04-04 21:09:45
410,Kokoda,-8.8785,147.7407,74.53,83,100,2.44,PG,2021-04-04 21:09:45
411,Brae,60.3964,-1.353,28.4,59,40,28.77,GB,2021-04-04 21:09:45
412,Troitskoye,52.9821,84.6757,26.24,92,4,5.61,RU,2021-04-04 21:09:45
413,Isla Mujeres,21.2311,-86.731,80.6,47,40,10.36,MX,2021-04-04 21:09:46
414,Cervo,43.6702,-7.4101,53.01,80,15,4.0,ES,2021-04-04 21:09:46
415,Zhangjiakou,40.81,114.8794,45.3,24,93,2.64,CN,2021-04-04 21:09:46
416,Piterka,50.6803,47.4454,36.41,72,100,2.68,RU,2021-04-04 21:09:46
417,Mount Pleasant,32.7941,-79.8626,69.01,42,1,14.97,US,2021-04-04 21:05:04
418,Lydenburg,-25.0978,30.4597,64.99,90,0,2.3,ZA,2021-04-04 21:09:47
419,Atikokan,48.7555,-91.6216,60.17,48,56,4.47,CA,2021-04-04 21:09:47
420,Lieksa,63.3167,30.0167,34.63,90,88,13.69,FI,2021-04-04 21:09:47
421,Vilyuysk,63.7553,121.6247,-17.12,99,100,1.99,RU,2021-04-04 21:09:47
422,Torbay,47.6666,-52.7314,42.01,100,90,16.11,CA,2021-04-04 21:05:28
423,Khandyga,62.6667,135.6,-30.96,100,47,1.54,RU,2021-04-04 21:09:48
424,Manono,-7.3,27.4167,71.82,85,81,2.21,CD,2021-04-04 21:09:48
425,Sanghar,26.0466,68.9481,77.0,61,0,6.91,PK,2021-04-04 21:09:48
426,Deputatskiy,69.3,139.9,-5.89,97,100,2.1,RU,2021-04-04 21:09:48
427,Verkhnyaya Inta,65.9811,60.3094,17.83,96,100,4.38,RU,2021-04-04 21:09:48
428,Neiafu,-18.65,-173.9833,78.8,89,75,4.61,TO,2021-04-04 21:09:49
429,Baoding,38.8511,115.4903,48.24,45,98,7.52,CN,2021-04-04 21:09:49
430,Malinyi,-8.9333,36.1333,70.48,96,62,2.13,TZ,2021-04-04 21:09:14
431,Uden,51.6568,5.6126,39.99,81,90,9.22,NL,2021-04-04 21:09:49
432,Nanakuli,21.3906,-158.1547,78.8,57,20,12.66,US,2021-04-04 21:09:49
433,Olot,42.181,2.4901,51.01,80,11,1.01,ES,2021-04-04 21:09:50
434,Hrinova,48.5779,19.5257,30.99,41,66,1.01,SK,2021-04-04 21:09:50
435,Chernoyerkovskaya,45.4331,37.7686,50.0,87,100,8.95,RU,2021-04-04 21:09:50
436,Carnarvon,-24.8667,113.6333,75.2,83,12,16.11,AU,2021-04-04 21:09:50
437,Ribas Do Rio Pardo,-20.4431,-53.7592,88.54,30,98,6.22,BR,2021-04-04 21:09:51
438,Kadaya,50.9327,119.2911,31.23,71,70,11.77,RU,2021-04-04 21:09:51
439,Kabinda,-6.1333,24.4833,69.13,91,61,2.51,CD,2021-04-04 21:09:51
440,Marzuq,14.4,46.4667,70.07,20,2,4.47,YE,2021-04-04 21:09:51
441,Campo Maior,-4.8278,-42.1686,78.12,84,100,3.04,BR,2021-04-04 21:09:51
442,Haines Junction,60.7522,-137.5108,39.2,35,100,3.44,CA,2021-04-04 21:09:52
443,Abu Dhabi,24.4667,54.3667,75.2,60,0,11.5,AE,2021-04-04 21:09:52
444,Batemans Bay,-35.7167,150.1833,66.0,88,89,1.01,AU,2021-04-04 21:09:52
445,Khovu-Aksy,51.1333,93.6,25.12,58,2,3.71,RU,2021-04-04 21:09:52
446,Burnie,-41.0667,145.9167,53.49,82,0,7.87,AU,2021-04-04 21:09:53
447,Vao,-22.6667,167.4833,75.88,63,2,21.45,NC,2021-04-04 21:09:53
448,Boundiali,9.5217,-6.4869,89.78,20,40,0.63,CI,2021-04-04 21:09:53
449,Hasaki,35.7333,140.8333,60.8,100,75,4.61,JP,2021-04-04 21:09:03
450,Murud,18.3258,72.965,76.71,81,6,4.0,IN,2021-04-04 21:09:53
451,Pithoragarh,29.5833,80.2167,49.96,15,24,4.0,IN,2021-04-04 21:09:54
452,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,78.03,94,100,2.21,BR,2021-04-04 21:09:54
453,Neustadt,49.7117,12.0872,37.99,69,1,3.36,DE,2021-04-04 21:09:54
454,Manta,-0.95,-80.7333,82.4,74,90,5.75,EC,2021-04-04 21:09:54
455,Fukue,32.6881,128.8419,54.68,69,39,30.51,JP,2021-04-04 21:09:55
456,Ambilobe,-13.2,49.05,74.01,95,65,2.95,MG,2021-04-04 21:09:55
457,Togur,58.3631,82.8265,27.72,92,100,6.67,RU,2021-04-04 21:09:55
458,Umm Lajj,25.0213,37.2685,74.28,42,0,10.04,SA,2021-04-04 21:05:05
459,Coquimbo,-29.9533,-71.3436,66.2,59,20,9.22,CL,2021-04-04 21:09:55
460,Noumea,-22.2763,166.4572,78.01,73,0,6.91,NC,2021-04-04 21:09:56
461,Luba,3.4568,8.5547,82.4,83,20,8.05,GQ,2021-04-04 21:09:56
462,Gijon,43.5357,-5.6615,48.99,81,20,5.75,ES,2021-04-04 21:08:16
463,Vila Praia De Ancora,41.811,-8.8526,60.01,67,0,4.61,PT,2021-04-04 21:09:56
464,Tarauaca,-8.1614,-70.7656,82.58,70,93,1.7,BR,2021-04-04 21:09:56
465,Diego De Almagro,-26.3667,-70.05,77.5,24,29,11.56,CL,2021-04-04 21:09:57
466,Bathsheba,13.2167,-59.5167,82.4,61,40,14.97,BB,2021-04-04 21:09:57
467,Umuarama,-23.7664,-53.325,75.54,67,100,4.25,BR,2021-04-04 21:09:57
468,Novomikhaylovskiy,44.2581,38.8578,49.93,94,100,7.29,RU,2021-04-04 21:09:57
469,Gobabis,-22.45,18.9667,73.74,34,4,8.55,NA,2021-04-04 21:09:57
470,Korla,41.7597,86.1469,48.67,31,6,14.23,CN,2021-04-04 21:09:58
471,Avera,33.194,-82.5271,73.4,21,1,4.61,US,2021-04-04 21:07:44
472,Scarborough,54.2797,-0.4044,46.0,72,100,4.0,GB,2021-04-04 21:09:58
473,Bam,29.106,58.357,63.73,13,40,6.06,IR,2021-04-04 21:07:15
474,Aktash,50.3,87.7333,5.29,65,0,4.29,RU,2021-04-04 21:09:58
475,Ouesso,1.6136,16.0517,76.15,72,40,2.73,CG,2021-04-04 21:09:58
476,Malindi,-3.2175,40.1191,82.83,76,76,13.29,KE,2021-04-04 21:09:59
477,Safranbolu,41.2508,32.6942,50.92,77,100,3.18,TR,2021-04-04 21:09:59
478,Villanueva,15.3167,-88.0,73.4,88,90,2.3,HN,2021-04-04 21:09:59
479,Qaqortoq,60.7167,-46.0333,39.2,81,90,3.44,GL,2021-04-04 21:09:59
480,Kholm,59.2667,32.85,35.04,91,100,11.54,RU,2021-04-04 21:10:00
481,Ahuimanu,21.4447,-157.8378,77.0,73,90,11.5,US,2021-04-04 21:10:00
482,Anadyr,64.75,177.4833,-9.0,77,0,8.95,RU,2021-04-04 21:10:00
483,Fowa,8.9167,6.4,87.17,23,21,1.72,NG,2021-04-04 21:10:00
484,Yenagoa,4.9247,6.2642,79.66,82,100,6.46,NG,2021-04-04 21:10:01
485,Nadapuram,11.7,75.6667,77.05,83,92,3.78,IN,2021-04-04 21:10:01
486,Tutoia,-2.7619,-42.2744,79.05,87,90,12.06,BR,2021-04-04 21:10:01
487,Quatre Cocos,-20.2078,57.7625,81.0,77,51,7.0,MU,2021-04-04 21:10:01
488,Canto Do Buriti,-8.11,-42.9444,88.34,32,80,6.89,BR,2021-04-04 21:10:01
489,Port Hawkesbury,45.6169,-61.3485,39.2,100,90,19.57,CA,2021-04-04 21:06:49
490,Hobyo,5.3505,48.5268,82.51,68,62,14.05,SO,2021-04-04 21:10:03
491,Cabatuan,10.8794,122.486,75.4,84,95,9.53,PH,2021-04-04 21:10:03
492,Basoko,1.2391,23.616,76.66,71,71,3.67,CD,2021-04-04 21:10:03
493,Novikovo,51.1537,37.8879,38.19,77,9,3.38,RU,2021-04-04 21:10:03
494,Kuito,-12.3833,16.9333,62.38,73,100,1.88,AO,2021-04-04 21:10:04
495,Ndende,-2.4008,11.3581,74.61,97,100,1.14,GA,2021-04-04 21:10:04
496,Gnjilane,42.4604,21.4699,35.6,80,75,3.44,XK,2021-04-04 21:10:04
497,Bukama,-9.2,25.85,69.71,90,15,2.86,CD,2021-04-04 21:10:04
498,Shitkino,56.3703,98.3543,30.49,98,100,2.17,RU,2021-04-04 21:10:05
499,Palamos,41.8484,3.1291,53.6,47,0,3.44,ES,2021-04-04 21:10:05
500,Shelburne,44.0787,-80.2041,57.2,30,1,10.36,CA,2021-04-04 21:10:05
501,Moratuwa,6.773,79.8816,78.8,89,20,2.3,LK,2021-04-04 21:10:05
502,Faya,18.3851,42.4509,66.2,36,0,4.56,SA,2021-04-04 21:10:05
503,Marrakesh,31.6315,-8.0083,69.8,40,0,9.22,MA,2021-04-04 21:05:36
504,Porangatu,-13.4408,-49.1486,78.71,75,86,2.86,BR,2021-04-04 21:10:06
505,Hakkari,37.5833,44.1667,36.03,91,8,3.4,TR,2021-04-04 21:10:06
506,Areosa,41.7178,-8.8571,60.01,72,0,8.05,PT,2021-04-04 21:10:06
507,Samastipur,25.85,85.7833,73.85,6,0,1.12,IN,2021-04-04 21:10:06
508,Vikevag,59.0976,5.6969,34.0,80,75,35.68,NO,2021-04-04 21:10:07
509,Milton,34.1322,-84.3007,72.0,26,0,1.99,US,2021-04-04 21:10:07
510,Licheng,23.2955,113.8284,72.0,77,75,6.71,CN,2021-04-04 21:10:07
511,Berlevag,70.8578,29.0864,34.61,98,100,7.96,NO,2021-04-04 21:10:07
512,Bulgan,48.8125,103.5347,34.29,37,4,3.44,MN,2021-04-04 21:10:07
513,Egvekinot,66.3167,-179.1667,-4.25,76,36,0.69,RU,2021-04-04 21:10:08
514,Worthington,40.0931,-83.018,72.0,20,1,5.75,US,2021-04-04 21:10:08
515,Tervel,43.75,27.4,48.0,92,100,2.62,BG,2021-04-04 21:10:08
516,Kopervik,59.2835,5.3067,34.0,55,75,32.21,NO,2021-04-04 21:10:08
517,Havoysund,70.9963,24.6622,28.4,86,40,8.05,NO,2021-04-04 21:10:09
518,Strezhevoy,60.7333,77.5889,37.4,65,0,8.95,RU,2021-04-04 21:10:09
519,Vila,42.0304,-8.1588,59.0,56,16,2.51,PT,2021-04-04 21:10:09
520,Parabel,58.6978,81.4825,29.17,86,100,7.47,RU,2021-04-04 21:10:09
521,Marystown,47.1666,-55.1483,43.66,92,100,17.94,CA,2021-04-04 21:06:23
522,Idritsa,56.3316,28.8988,35.08,80,82,10.0,RU,2021-04-04 21:10:10
523,Cabedelo,-6.9811,-34.8339,80.6,89,40,6.91,BR,2021-04-04 21:10:10
524,Novaya Zaimka,56.4857,66.9241,32.22,96,99,9.89,RU,2021-04-04 21:10:10
525,Wilmington,34.2257,-77.9447,75.2,19,1,12.66,US,2021-04-04 21:08:35
526,Tinskoy,56.1525,96.9161,32.95,99,100,2.1,RU,2021-04-04 21:10:10
527,Gizo,-8.103,156.8419,83.44,74,98,6.26,SB,2021-04-04 21:10:11
528,Sokolo,14.7328,-6.1219,92.03,6,13,8.34,ML,2021-04-04 21:10:11
529,Borovoy,55.4333,86.0833,32.0,55,0,4.47,RU,2021-04-04 21:10:11
530,Pemba,-12.974,40.5178,82.4,83,75,10.36,MZ,2021-04-04 21:10:04
531,Algiers,36.7525,3.042,59.0,82,40,5.75,DZ,2021-04-04 21:08:15
532,Ukiah,39.1502,-123.2078,64.99,48,1,4.54,US,2021-04-04 21:10:11
533,Dunedin,-45.8742,170.5036,60.01,59,17,11.01,NZ,2021-04-04 21:10:11
534,Ust-Kuyga,70.0167,135.6,-13.04,98,100,5.12,RU,2021-04-04 21:10:12
535,North Branch,45.5113,-92.9802,77.0,23,1,4.61,US,2021-04-04 21:10:12
536,Lively,46.4334,-81.1498,55.4,26,1,10.36,CA,2021-04-04 21:10:12
537,Katherine,-14.4667,132.2667,66.2,88,30,4.41,AU,2021-04-04 21:10:12
538,Solton,52.8429,86.4787,26.78,96,12,2.42,RU,2021-04-04 21:10:13
539,Voh,-20.9667,164.7,75.78,79,73,7.31,NC,2021-04-04 21:10:13
540,Changji,44.0167,87.3167,42.8,61,0,6.71,CN,2021-04-04 21:08:43
541,Chara,56.9064,118.2631,13.62,81,94,4.74,RU,2021-04-04 21:10:13
542,Ola,59.5833,151.2833,13.91,69,100,7.7,RU,2021-04-04 21:10:13
543,Gambela,8.25,34.5833,83.48,52,95,2.42,ET,2021-04-04 21:10:14
544,Ravenna,44.4167,11.9833,52.0,53,0,5.75,IT,2021-04-04 21:05:18
545,Oistins,13.0667,-59.5333,82.4,61,40,14.97,BB,2021-04-04 21:10:14
